#sim_number, id, t_peak, amp_scale, P, new_length, offset, a_qpp, B, t_e, phi, sn, r, sn_red
3030 , 485962 , 42.00098 , 7.72988 , 10.39214 , 155.88208 , 91.70810 , 5.41092 , 0.00000 , 10.39214 , 2.47856 , 2.00000 , 0.91324 , 16.66230
3031 , 774990 , 75.80894 , 10.77112 , 14.69839 , 220.47585 , 94.26130 , 7.53979 , 0.00000 , 14.69839 , 2.97345 , 2.00000 , 0.86872 , 22.13563
3032 , 758513 , 159.92328 , 11.24799 , 13.33306 , 199.99593 , 84.16064 , 7.87359 , 0.00000 , 13.33306 , 3.97520 , 2.00000 , 0.85042 , 16.17260
3033 , 176209 , 53.45306 , 8.44850 , 7.12907 , 106.93601 , 88.80517 , 5.91395 , 0.00000 , 7.12907 , 5.42467 , 2.00000 , 0.98462 , 19.59047
3034 , 937036 , 63.89637 , 10.73795 , 9.60239 , 144.03587 , 43.36262 , 7.51656 , 0.00000 , 9.60239 , 2.92965 , 2.00000 , 0.83767 , 14.27282
3035 , 546568 , 213.41094 , 11.99335 , 7.74108 , 116.11625 , 47.87416 , 8.39535 , 0.00000 , 7.74108 , 1.60670 , 2.00000 , 0.82305 , 15.90000
3036 , 655882 , 204.80997 , 8.98877 , 17.47372 , 262.10587 , 32.09540 , 6.29214 , 0.00000 , 17.47372 , 3.92689 , 2.00000 , 0.93499 , 13.71327
3037 , 464220 , 181.29155 , 10.57267 , 15.02121 , 225.31812 , 67.17989 , 7.40087 , 0.00000 , 15.02121 , 5.02633 , 2.00000 , 0.84377 , 23.70568
3038 , 376905 , 137.69807 , 10.56372 , 7.66280 , 114.94196 , 18.91705 , 7.39461 , 0.00000 , 7.66280 , 0.46596 , 2.00000 , 0.84611 , 17.27159
3039 , 341381 , 35.87585 , 9.70448 , 18.03052 , 270.45775 , 65.26587 , 6.79313 , 0.00000 , 18.03052 , 0.05437 , 2.00000 , 0.88267 , 15.27719
3040 , 296760 , 171.59095 , 10.77286 , 15.90360 , 238.55407 , 25.22323 , 7.54100 , 0.00000 , 15.90360 , 5.70955 , 3.00000 , 0.96696 , 15.33771
3041 , 956650 , 124.60254 , 10.57942 , 9.95052 , 149.25780 , 79.99522 , 7.40559 , 0.00000 , 9.95052 , 3.50803 , 3.00000 , 0.91433 , 13.95231
3042 , 807423 , 46.25264 , 7.95287 , 9.12252 , 136.83786 , 1.16829 , 5.56701 , 0.00000 , 9.12252 , 5.14728 , 3.00000 , 0.85425 , 29.54364
3043 , 276432 , 156.26074 , 11.20103 , 18.54933 , 278.24000 , 39.08627 , 7.84072 , 0.00000 , 18.54933 , 2.88876 , 3.00000 , 0.93588 , 11.19620
3044 , 919436 , 226.85872 , 7.82592 , 13.66403 , 204.96048 , 40.98760 , 5.47815 , 0.00000 , 13.66403 , 1.69507 , 3.00000 , 0.81877 , 20.44322
3045 , 673115 , 64.91319 , 9.52263 , 17.29085 , 259.36273 , 38.89847 , 6.66584 , 0.00000 , 17.29085 , 3.09910 , 3.00000 , 0.97397 , 22.79590
3046 , 414462 , 212.93067 , 7.83432 , 16.59055 , 248.85828 , 65.26045 , 5.48403 , 0.00000 , 16.59055 , 5.77039 , 3.00000 , 0.97624 , 13.82931
3047 , 608829 , 180.65486 , 11.39995 , 11.58560 , 173.78399 , 53.22500 , 7.97997 , 0.00000 , 11.58560 , 3.56512 , 3.00000 , 0.85754 , 15.05153
3048 , 161973 , 261.10744 , 8.89835 , 10.91849 , 163.77735 , 6.31475 , 6.22885 , 0.00000 , 10.91849 , 1.33525 , 3.00000 , 0.93576 , 10.22134
3049 , 619865 , 225.25257 , 8.05307 , 12.85538 , 192.83065 , 1.26255 , 5.63715 , 0.00000 , 12.85538 , 2.85346 , 3.00000 , 0.98367 , 23.02166
3050 , 109846 , 259.57157 , 8.26204 , 9.26076 , 138.91146 , 0.83072 , 5.78343 , 0.00000 , 9.26076 , 1.80542 , 3.00000 , 0.88245 , 22.59233
3051 , 714738 , 143.48746 , 11.60101 , 10.90364 , 163.55467 , 19.50096 , 8.12071 , 0.00000 , 10.90364 , 3.79999 , 3.00000 , 0.83179 , 20.59138
3052 , 168962 , 181.96321 , 7.63196 , 19.13626 , 287.04390 , 20.04257 , 5.34237 , 0.00000 , 19.13626 , 1.16200 , 3.00000 , 0.94802 , 6.14429
3053 , 336628 , 173.16236 , 10.14380 , 18.82349 , 282.35230 , 9.90227 , 7.10066 , 0.00000 , 18.82349 , 5.75959 , 3.00000 , 0.89664 , 17.61082
3054 , 159482 , 68.65070 , 8.69407 , 9.11867 , 136.77999 , 89.87692 , 6.08585 , 0.00000 , 9.11867 , 2.77097 , 3.00000 , 0.84330 , 24.14946
3055 , 114844 , 45.88913 , 9.74979 , 10.37495 , 155.62427 , 20.71694 , 6.82485 , 0.00000 , 10.37495 , 3.84854 , 3.00000 , 0.84266 , 17.18369
3056 , 910912 , 40.03420 , 12.78398 , 13.18593 , 197.78891 , 87.43249 , 8.94879 , 0.00000 , 13.18593 , 1.66126 , 3.00000 , 0.96335 , 23.02874
3057 , 37095 , 116.16122 , 8.68670 , 12.53702 , 188.05523 , 49.58563 , 6.08069 , 0.00000 , 12.53702 , 5.30698 , 3.00000 , 0.85223 , 26.52380
3058 , 506919 , 28.30739 , 9.47446 , 15.38390 , 230.75844 , 81.19601 , 6.63212 , 0.00000 , 15.38390 , 2.82248 , 3.00000 , 0.97519 , 19.09315
3059 , 606501 , 151.35519 , 10.31461 , 11.73880 , 176.08200 , 92.69495 , 7.22023 , 0.00000 , 11.73880 , 1.58310 , 3.00000 , 0.91323 , 24.28835
3060 , 441105 , 280.74229 , 9.92194 , 7.90972 , 118.64580 , 99.77236 , 6.94536 , 0.00000 , 7.90972 , 1.96369 , 4.00000 , 0.92594 , 21.20627
3061 , 103614 , 143.72405 , 13.29363 , 10.59033 , 158.85490 , 62.29170 , 9.30554 , 0.00000 , 10.59033 , 2.70488 , 4.00000 , 0.91620 , 14.28817
3062 , 865266 , 117.12614 , 10.08020 , 15.97720 , 239.65800 , 0.53626 , 7.05614 , 0.00000 , 15.97720 , 1.14498 , 4.00000 , 0.83396 , 22.62173
3063 , 838718 , 191.19968 , 10.89420 , 18.88760 , 283.31404 , 25.54180 , 7.62594 , 0.00000 , 18.88760 , 0.91587 , 4.00000 , 0.81238 , 12.86354
3064 , 882139 , 77.01493 , 11.13147 , 10.27687 , 154.15306 , 41.56318 , 7.79203 , 0.00000 , 10.27687 , 2.20657 , 4.00000 , 0.83872 , 15.07547
3065 , 450264 , 220.22546 , 11.01664 , 15.71342 , 235.70131 , 28.09090 , 7.71165 , 0.00000 , 15.71342 , 0.87208 , 4.00000 , 0.98664 , 16.15071
3066 , 812180 , 75.36017 , 11.75973 , 18.71846 , 280.77690 , 26.24162 , 8.23181 , 0.00000 , 18.71846 , 2.80548 , 4.00000 , 0.87474 , 19.70608
3067 , 878069 , 156.34175 , 8.74545 , 13.29988 , 199.49827 , 49.15343 , 6.12181 , 0.00000 , 13.29988 , 5.89389 , 4.00000 , 0.98250 , 11.56699
3068 , 578005 , 235.74116 , 7.56773 , 13.35430 , 200.31450 , 3.53424 , 5.29741 , 0.00000 , 13.35430 , 0.23965 , 4.00000 , 0.97252 , 24.64880
3069 , 536882 , 110.83209 , 9.16349 , 17.62785 , 264.41781 , 53.83203 , 6.41444 , 0.00000 , 17.62785 , 0.93540 , 4.00000 , 0.83793 , 13.43413
3070 , 914173 , 127.40736 , 12.06875 , 18.24014 , 273.60215 , 22.32143 , 8.44813 , 0.00000 , 18.24014 , 4.69781 , 4.00000 , 0.91073 , 23.95864
3071 , 42125 , 126.62989 , 10.16380 , 16.23619 , 243.54292 , 89.15418 , 7.11466 , 0.00000 , 16.23619 , 3.21179 , 4.00000 , 0.92867 , 15.44716
3072 , 854580 , 265.09856 , 12.12816 , 10.61305 , 159.19580 , 79.93130 , 8.48971 , 0.00000 , 10.61305 , 5.27893 , 4.00000 , 0.88090 , 15.70953
3073 , 600276 , 60.35463 , 7.37026 , 18.59206 , 278.88095 , 40.81474 , 5.15919 , 0.00000 , 18.59206 , 5.80066 , 4.00000 , 0.96318 , 17.47275
3074 , 88119 , 109.14001 , 8.54962 , 18.78992 , 281.84886 , 86.43597 , 5.98474 , 0.00000 , 18.78992 , 4.85237 , 4.00000 , 0.95352 , 7.15967
3075 , 426753 , 184.67887 , 13.08548 , 8.16775 , 122.51618 , 84.66093 , 9.15984 , 0.00000 , 8.16775 , 5.85378 , 4.00000 , 0.98278 , 20.17437
3076 , 676696 , 18.17007 , 6.22773 , 19.46832 , 292.02482 , 44.61928 , 4.35941 , 0.00000 , 19.46832 , 3.20254 , 4.00000 , 0.86328 , 17.99774
3077 , 288884 , 138.30234 , 10.46803 , 12.67295 , 190.09421 , 70.97239 , 7.32762 , 0.00000 , 12.67295 , 1.32172 , 4.00000 , 0.83097 , 19.18530
3078 , 312438 , 181.19369 , 7.13426 , 19.85194 , 297.77905 , 36.41100 , 4.99398 , 0.00000 , 19.85194 , 0.94846 , 4.00000 , 0.98440 , 17.44066
3079 , 335789 , 280.22642 , 11.07501 , 6.94588 , 104.18824 , 68.71959 , 7.75251 , 0.00000 , 6.94588 , 4.81948 , 4.00000 , 0.93072 , 21.50101
3080 , 353386 , 70.09042 , 9.54059 , 13.37470 , 200.62056 , 96.40803 , 6.67842 , 0.00000 , 13.37470 , 4.50955 , 5.00000 , 0.97166 , 10.84731
3081 , 602950 , 222.27697 , 11.71366 , 17.90104 , 268.51566 , 87.83033 , 8.19956 , 0.00000 , 17.90104 , 4.62734 , 5.00000 , 0.92638 , 17.09744
3082 , 293248 , 156.65012 , 8.07575 , 16.22611 , 243.39164 , 22.30034 , 5.65303 , 0.00000 , 16.22611 , 2.62376 , 5.00000 , 0.91032 , 22.24375
3083 , 484672 , 332.40080 , 11.06018 , 9.63457 , 144.51861 , 36.56265 , 7.74212 , 0.00000 , 9.63457 , 3.87932 , 5.00000 , 0.81551 , 25.58654
3084 , 924684 , 47.53199 , 7.96318 , 14.05516 , 210.82734 , 78.55478 , 5.57423 , 0.00000 , 14.05516 , 2.20407 , 5.00000 , 0.96636 , 14.62312
3085 , 959926 , 38.31516 , 11.68542 , 15.06346 , 225.95185 , 24.25549 , 8.17980 , 0.00000 , 15.06346 , 4.96469 , 5.00000 , 0.93053 , 11.33399
3086 , 101300 , 167.68634 , 10.28693 , 11.99137 , 179.87056 , 26.06236 , 7.20085 , 0.00000 , 11.99137 , 3.89322 , 5.00000 , 0.93211 , 19.53967
3087 , 382069 , 164.26834 , 9.36361 , 16.14773 , 242.21600 , 74.06956 , 6.55452 , 0.00000 , 16.14773 , 2.31405 , 5.00000 , 0.93372 , 14.21463
3088 , 66577 , 191.56914 , 11.18814 , 9.59932 , 143.98979 , 39.10359 , 7.83170 , 0.00000 , 9.59932 , 2.73543 , 5.00000 , 0.85046 , 19.71518
3089 , 96763 , 217.11483 , 9.21776 , 15.34758 , 230.21363 , 45.02387 , 6.45243 , 0.00000 , 15.34758 , 6.27158 , 5.00000 , 0.97135 , 16.98496
3090 , 527772 , 244.45635 , 10.82896 , 11.93842 , 179.07623 , 56.91829 , 7.58027 , 0.00000 , 11.93842 , 0.79518 , 5.00000 , 0.96792 , 21.04485
3091 , 348369 , 334.61914 , 14.66501 , 10.54564 , 158.18460 , 61.84936 , 10.26551 , 0.00000 , 10.54564 , 5.57887 , 5.00000 , 0.98128 , 19.00162
3092 , 855184 , 70.07086 , 9.91873 , 7.28653 , 109.29795 , 90.12747 , 6.94311 , 0.00000 , 7.28653 , 4.39805 , 5.00000 , 0.81038 , 27.71542
3093 , 414457 , 129.42741 , 8.28969 , 14.07810 , 211.17157 , 22.25773 , 5.80278 , 0.00000 , 14.07810 , 0.43150 , 5.00000 , 0.83261 , 17.02943
3094 , 672673 , 194.30467 , 12.47577 , 14.59293 , 218.89400 , 62.11773 , 8.73304 , 0.00000 , 14.59293 , 5.56481 , 5.00000 , 0.82490 , 10.36929
3095 , 1081 , 252.81157 , 7.93216 , 9.59267 , 143.89009 , 14.10876 , 5.55251 , 0.00000 , 9.59267 , 2.46887 , 5.00000 , 0.84755 , 15.52793
3096 , 739498 , 58.63742 , 10.86187 , 17.53181 , 262.97717 , 80.85580 , 7.60331 , 0.00000 , 17.53181 , 2.59286 , 5.00000 , 0.94634 , 15.56315
3097 , 8389 , 35.18483 , 11.40564 , 14.78967 , 221.84509 , 15.13165 , 7.98394 , 0.00000 , 14.78967 , 4.02674 , 5.00000 , 0.81113 , 14.28907
3098 , 542743 , 113.06078 , 10.42873 , 13.85652 , 207.84782 , 74.52940 , 7.30011 , 0.00000 , 13.85652 , 4.13357 , 5.00000 , 0.83711 , 15.21993
3099 , 312934 , 250.89507 , 10.66710 , 16.23847 , 243.57710 , 62.27629 , 7.46697 , 0.00000 , 16.23847 , 4.48660 , 5.00000 , 0.88207 , 13.01765
3100 , 523460 , 32.97043 , 10.97989 , 6.99010 , 104.85148 , 53.10699 , 5.48995 , 0.00000 , 6.99010 , 0.39606 , 1.00000 , 0.95588 , 16.03696
3101 , 699640 , 211.36659 , 12.31130 , 8.60227 , 129.03408 , 32.52052 , 6.15565 , 0.00000 , 8.60227 , 6.24146 , 1.00000 , 0.90491 , 18.87373
3102 , 557964 , 152.59877 , 8.51916 , 19.00719 , 285.10781 , 15.68813 , 4.25958 , 0.00000 , 19.00719 , 5.97038 , 1.00000 , 0.95053 , 23.09361
3103 , 642293 , 217.02893 , 8.53065 , 18.13294 , 271.99408 , 6.99056 , 4.26532 , 0.00000 , 18.13294 , 2.66597 , 1.00000 , 0.92114 , 16.14990
3104 , 350937 , 226.55502 , 9.08699 , 13.44109 , 201.61636 , 41.46660 , 4.54349 , 0.00000 , 13.44109 , 1.28740 , 1.00000 , 0.84591 , 20.69652
3105 , 676429 , 43.14377 , 8.70485 , 19.98917 , 299.83759 , 78.59438 , 4.35242 , 0.00000 , 19.98917 , 4.71062 , 1.00000 , 0.89969 , 11.01070
3106 , 370383 , 236.27942 , 11.48823 , 17.33363 , 260.00448 , 1.00365 , 5.74411 , 0.00000 , 17.33363 , 5.16531 , 1.00000 , 0.88399 , 17.31993
3107 , 159451 , 248.41035 , 9.27316 , 9.58099 , 143.71489 , 26.94194 , 4.63658 , 0.00000 , 9.58099 , 2.38432 , 1.00000 , 0.87600 , 14.41734
3108 , 869503 , 77.34935 , 9.81263 , 18.43776 , 276.56633 , 71.51165 , 4.90632 , 0.00000 , 18.43776 , 3.49546 , 1.00000 , 0.89421 , 25.29920
3109 , 390716 , 9.28729 , 11.21825 , 7.82728 , 117.40922 , 97.26173 , 5.60912 , 0.00000 , 7.82728 , 0.88666 , 1.00000 , 0.89043 , 12.70985
3110 , 773831 , 88.23384 , 11.27431 , 16.06765 , 241.01469 , 52.77748 , 5.63716 , 0.00000 , 16.06765 , 4.63157 , 1.00000 , 0.82988 , 18.92450
3111 , 428096 , 34.29149 , 11.04060 , 8.83356 , 132.50340 , 61.76704 , 5.52030 , 0.00000 , 8.83356 , 0.20871 , 1.00000 , 0.83874 , 17.40170
3112 , 751613 , 25.65696 , 8.97646 , 13.13402 , 197.01025 , 51.49068 , 4.48823 , 0.00000 , 13.13402 , 1.65951 , 1.00000 , 0.88712 , 15.42266
3113 , 81915 , 142.26987 , 8.95377 , 16.81193 , 252.17895 , 88.13160 , 4.47688 , 0.00000 , 16.81193 , 2.89395 , 1.00000 , 0.84263 , 14.28955
3114 , 53721 , 268.86891 , 12.66520 , 12.23966 , 183.59489 , 97.08939 , 6.33260 , 0.00000 , 12.23966 , 5.83757 , 1.00000 , 0.89617 , 12.90274
3115 , 804950 , 323.24900 , 8.43951 , 8.24733 , 123.70997 , 73.52718 , 4.21976 , 0.00000 , 8.24733 , 2.71671 , 1.00000 , 0.94285 , 17.79535
3116 , 171351 , 143.77890 , 10.53050 , 8.35450 , 125.31754 , 77.02240 , 5.26525 , 0.00000 , 8.35450 , 5.76567 , 1.00000 , 0.91476 , 21.91269
3117 , 253463 , 247.54593 , 10.53447 , 14.51127 , 217.66906 , 19.87647 , 5.26723 , 0.00000 , 14.51127 , 1.31499 , 1.00000 , 0.91533 , 24.02368
3118 , 470359 , 341.73473 , 10.57331 , 6.70292 , 100.54376 , 0.03061 , 5.28665 , 0.00000 , 6.70292 , 3.70420 , 1.00000 , 0.98519 , 18.86603
3119 , 551461 , 261.89859 , 6.32775 , 10.11038 , 151.65574 , 48.23242 , 3.16387 , 0.00000 , 10.11038 , 4.63008 , 1.00000 , 0.92660 , 28.03982
3120 , 62361 , 270.34925 , 10.74942 , 14.53227 , 217.98412 , 58.03343 , 5.37471 , 0.00000 , 14.53227 , 0.01233 , 2.00000 , 0.91060 , 17.80580
3121 , 812373 , 216.82559 , 7.88024 , 10.08968 , 151.34527 , 68.85351 , 3.94012 , 0.00000 , 10.08968 , 2.52022 , 2.00000 , 0.98620 , 13.80669
3122 , 496002 , 34.88972 , 12.99662 , 13.22605 , 198.39070 , 89.63367 , 6.49831 , 0.00000 , 13.22605 , 4.84637 , 2.00000 , 0.86149 , 15.48141
3123 , 377435 , 52.90632 , 12.95700 , 13.46538 , 201.98077 , 98.35873 , 6.47850 , 0.00000 , 13.46538 , 3.14003 , 2.00000 , 0.96136 , 12.41923
3124 , 425394 , 124.87791 , 12.08673 , 9.77224 , 146.58364 , 40.90421 , 6.04337 , 0.00000 , 9.77224 , 0.65904 , 2.00000 , 0.95792 , 19.10663
3125 , 63094 , 91.24270 , 12.14673 , 9.39550 , 140.93245 , 4.88496 , 6.07337 , 0.00000 , 9.39550 , 2.47241 , 2.00000 , 0.96217 , 18.33658
3126 , 379938 , 171.35691 , 10.03658 , 16.49193 , 247.37890 , 66.61950 , 5.01829 , 0.00000 , 16.49193 , 2.22277 , 2.00000 , 0.83061 , 25.10170
3127 , 433005 , 130.73807 , 9.52055 , 8.51205 , 127.68082 , 85.85187 , 4.76028 , 0.00000 , 8.51205 , 4.73247 , 2.00000 , 0.97379 , 13.86515
3128 , 423453 , 71.20364 , 11.58248 , 12.58694 , 188.80404 , 20.62549 , 5.79124 , 0.00000 , 12.58694 , 5.30820 , 2.00000 , 0.90198 , 13.48598
3129 , 150136 , 42.67197 , 14.26777 , 19.02416 , 285.36245 , 66.01306 , 7.13388 , 0.00000 , 19.02416 , 1.52528 , 2.00000 , 0.98073 , 21.03158
3130 , 771060 , 296.26008 , 12.39934 , 8.68434 , 130.26510 , 59.17841 , 6.19967 , 0.00000 , 8.68434 , 4.03122 , 2.00000 , 0.92116 , 9.53911
3131 , 865812 , 191.54995 , 6.04511 , 12.68847 , 190.32699 , 68.84155 , 3.02255 , 0.00000 , 12.68847 , 0.71979 , 2.00000 , 0.89804 , 13.63611
3132 , 247018 , 85.79397 , 12.37190 , 15.09306 , 226.39585 , 62.63793 , 6.18595 , 0.00000 , 15.09306 , 3.52969 , 2.00000 , 0.89191 , 18.28006
3133 , 302062 , 243.78791 , 8.36306 , 12.68681 , 190.30210 , 13.15547 , 4.18153 , 0.00000 , 12.68681 , 5.77715 , 2.00000 , 0.91778 , 13.55734
3134 , 575647 , 271.65373 , 14.41992 , 11.92094 , 178.81416 , 63.54663 , 7.20996 , 0.00000 , 11.92094 , 1.94201 , 2.00000 , 0.88602 , 16.82066
3135 , 275177 , 302.53369 , 10.67209 , 9.82633 , 147.39492 , 63.57065 , 5.33605 , 0.00000 , 9.82633 , 3.19579 , 2.00000 , 0.95757 , 14.77019
3136 , 789193 , 290.40890 , 7.56687 , 13.50807 , 202.62109 , 13.97926 , 3.78344 , 0.00000 , 13.50807 , 5.81549 , 2.00000 , 0.84870 , 18.85045
3137 , 39221 , 69.26925 , 8.67842 , 18.59044 , 278.85662 , 14.10837 , 4.33921 , 0.00000 , 18.59044 , 5.15634 , 2.00000 , 0.98459 , 12.97579
3138 , 878437 , 30.97364 , 7.57000 , 18.66691 , 280.00369 , 41.24795 , 3.78500 , 0.00000 , 18.66691 , 2.48352 , 2.00000 , 0.91449 , 19.27750
3139 , 374966 , 244.53316 , 7.87433 , 13.22597 , 198.38960 , 38.46773 , 3.93717 , 0.00000 , 13.22597 , 1.82775 , 2.00000 , 0.93077 , 18.50251
3140 , 484959 , 126.95882 , 9.90447 , 14.33470 , 215.02052 , 21.13386 , 4.95224 , 0.00000 , 14.33470 , 4.98693 , 3.00000 , 0.98017 , 22.51263
3141 , 662346 , 126.41921 , 10.06422 , 7.67621 , 115.14310 , 94.48850 , 5.03211 , 0.00000 , 7.67621 , 1.04284 , 3.00000 , 0.90060 , 14.38323
3142 , 731278 , 272.78883 , 10.08844 , 14.11563 , 211.73446 , 39.99204 , 5.04422 , 0.00000 , 14.11563 , 2.93056 , 3.00000 , 0.81162 , 20.45024
3143 , 380243 , 74.09073 , 8.31684 , 18.84660 , 282.69893 , 32.79037 , 4.15842 , 0.00000 , 18.84660 , 6.24384 , 3.00000 , 0.85771 , 14.22072
3144 , 976425 , 148.39198 , 11.19611 , 11.72814 , 175.92205 , 0.60387 , 5.59805 , 0.00000 , 11.72814 , 2.68935 , 3.00000 , 0.85036 , 14.39884
3145 , 313181 , 256.80234 , 11.31034 , 11.09544 , 166.43156 , 11.51596 , 5.65517 , 0.00000 , 11.09544 , 2.39048 , 3.00000 , 0.95638 , 20.77507
3146 , 493487 , 182.69864 , 10.79974 , 11.09619 , 166.44288 , 60.97552 , 5.39987 , 0.00000 , 11.09619 , 5.20652 , 3.00000 , 0.90685 , 10.70554
3147 , 253254 , 135.96205 , 11.32032 , 14.60289 , 219.04333 , 46.24490 , 5.66016 , 0.00000 , 14.60289 , 1.33793 , 3.00000 , 0.89585 , 31.53164
3148 , 132773 , 20.43367 , 6.24918 , 8.76610 , 131.49147 , 87.93283 , 3.12459 , 0.00000 , 8.76610 , 4.09111 , 3.00000 , 0.93584 , 19.49742
3149 , 600488 , 123.43946 , 9.66367 , 10.63749 , 159.56230 , 82.46936 , 4.83183 , 0.00000 , 10.63749 , 4.01530 , 3.00000 , 0.87980 , 17.51782
3150 , 688162 , 302.41949 , 11.94522 , 10.25243 , 153.78645 , 36.41531 , 5.97261 , 0.00000 , 10.25243 , 1.23456 , 3.00000 , 0.85906 , 21.64171
